City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,kittila,67.6647,24.8936,17.08,77,0,1.54,FI,1690575431
367,kochubey,44.3861,46.5825,22.36,75,99,9.51,RU,1690575431
368,beira,-19.8436,34.8389,20.05,94,0,4.09,MZ,1690575431
369,novaya igirma,57.1334,103.9112,15.71,97,53,0.48,RU,1690575432
370,brisas de zicatela,15.8369,-97.0419,32.29,62,20,3.6,MX,1690575432
371,laojunmiao,39.8333,97.7333,22.7,27,16,3.12,CN,1690575432
372,san carlos,9.6612,-68.5827,28.37,83,67,1.35,VE,1690575432
373,geraldton,-28.7667,114.6,11.23,87,100,4.63,AU,1690575354
374,mount gambier,-37.8333,140.7667,10.77,97,86,4.04,AU,1690575433
375,dauphin,51.1494,-100.0502,20.55,39,92,3.13,CA,1690575433
376,aras-asan,8.8908,126.3033,24.73,92,100,3.4,PH,1690575433
377,argostolion,38.1811,20.489,25.04,61,20,3.6,GR,1690575433
378,melekeok village,7.4957,134.6367,26.31,89,100,5.14,PW,1690575434
379,holyhead,53.3062,-4.6321,16.1,82,20,11.32,GB,1690575434
380,el calafate,-50.3408,-72.2768,2.43,96,88,1.48,AR,1690575434
381,fale old settlement,-9.3852,-171.2468,28.51,74,100,7.84,TK,1690575435
382,dwarka,22.2394,68.9678,27.63,83,25,10.09,IN,1690575426
383,thunder bay,48.4001,-89.3168,22.95,53,40,4.12,CA,1690575271
384,nafplio,37.5683,22.8053,27.2,61,0,0.61,GR,1690575149
385,siuna,13.7332,-84.7773,24.28,97,100,1.57,NI,1690575435
386,talcahuano,-36.7167,-73.1167,15.82,72,0,4.12,CL,1690575416
387,powell river,49.8496,-124.5361,23.0,60,20,2.57,CA,1690575143
388,inarajan village,13.2736,144.7484,25.55,78,99,3.75,GU,1690575436
389,northwest harborcreek,42.1494,-79.9946,31.96,82,75,0.0,US,1690575436
390,la rinconada,37.4873,-5.9826,29.02,34,0,4.1,ES,1690575437
391,inirida,3.8653,-67.9239,27.92,89,90,0.44,CO,1690575437
392,havre,49.5833,0.3333,17.87,82,0,1.54,FR,1690575438
393,forster,-32.1667,152.5167,12.82,70,11,1.2,AU,1690575438
394,tukrah,32.5341,20.5791,27.05,63,0,5.44,LY,1690575438
395,bridgewater,44.3835,-64.5155,29.5,64,7,7.2,CA,1690575311
396,tapejara,-28.0681,-52.0139,14.21,82,53,2.33,BR,1690575439
397,plettenberg bay,-34.0527,23.3716,13.25,75,0,2.07,ZA,1690575439
398,puerto real,36.5282,-6.1901,26.45,73,0,4.12,ES,1690575440
399,international falls,48.6011,-93.411,22.3,66,20,3.09,US,1690575440
400,adam,22.3756,57.5233,31.14,54,87,4.09,OM,1690575440
401,prado,-17.3411,-39.2208,22.34,78,100,1.59,BR,1690575346
402,saurimo,-9.6608,20.3916,19.59,26,0,0.57,AO,1690575441
403,petrolina,-9.3986,-40.5008,33.03,29,20,4.12,BR,1690575441
404,kapa'a,22.0752,-159.319,29.18,74,0,9.77,US,1690575441
405,tolanaro,-25.0319,46.9987,19.02,86,13,5.24,MG,1690575441
406,diawara,15.022,-12.5437,35.42,43,89,6.14,SN,1690575441
407,mikomeseng,2.1361,10.6132,21.18,97,100,1.2,GQ,1690575442
408,ibotirama,-12.1853,-43.2206,28.58,45,89,3.52,BR,1690575327
409,karaikal,10.9167,79.8333,28.36,71,98,5.73,IN,1690575442
410,kiffa,16.6166,-11.4045,37.37,35,55,6.14,MR,1690575443
411,takoradi,4.8845,-1.7554,24.31,90,100,3.57,GH,1690575341
412,ambovombe,-25.1667,46.0833,17.84,85,0,3.87,MG,1690575443
413,bollnas,61.3482,16.3946,13.43,74,31,1.41,SE,1690575444
414,kuta,-8.7233,115.1723,25.0,78,40,4.63,ID,1690575444
415,adamovka,51.5223,59.9396,22.35,62,1,4.04,RU,1690575444
416,palu,-0.8917,119.8707,24.35,95,100,0.89,ID,1690575445
417,micheweni,-4.9667,39.8333,23.51,82,0,4.61,TZ,1690575445
418,ciudad lazaro cardenas,17.9583,-102.2,31.76,59,23,4.21,MX,1690575445
419,changji,44.0167,87.3167,26.44,38,0,4.0,CN,1690575446
420,caleta de carquin,-11.0925,-77.6267,22.06,70,51,5.09,PE,1690575446
421,richards bay,-28.783,32.0377,20.14,71,3,5.74,ZA,1690575447
422,manaure,11.7751,-72.4445,33.14,51,65,7.91,CO,1690575447
423,boende,-0.2167,20.8667,28.6,49,99,1.33,CD,1690575447
424,katsuura,35.1333,140.3,25.2,91,8,3.36,JP,1690575447
425,new norfolk,-42.7826,147.0587,13.29,77,100,1.98,AU,1690575247
426,zhangye,38.9342,100.4517,24.14,37,2,3.61,CN,1690575448
427,hadibu,12.65,54.0333,25.54,78,53,9.96,YE,1690575448
428,sandnessjoen,66.0217,12.6316,15.29,88,75,2.57,NO,1690575448
429,molde,62.7375,7.1591,16.91,77,75,3.6,NO,1690575448
430,coquimbo,-29.9533,-71.3436,13.85,88,75,5.66,CL,1690575449
431,ljusdal,61.8288,16.0913,13.71,65,96,1.56,SE,1690575449
432,miquelon,47.0975,-56.3814,22.0,83,9,7.79,PM,1690575449
433,manado,1.487,124.8455,28.43,61,20,2.57,ID,1690575450
434,ta'if,21.2703,40.4158,28.56,20,88,4.58,SA,1690575450
435,sheboygan,43.7333,-87.9334,34.27,73,0,4.12,US,1690575450
436,lorengau,-2.0226,147.2712,27.09,80,78,3.35,PG,1690575450
437,nelsonville,39.4587,-82.2318,24.32,37,0,3.75,US,1690575451
438,mizque,-17.941,-65.3402,17.9,61,94,5.38,BO,1690575451
439,mahavelona,-17.6848,49.5087,19.77,83,78,3.11,MG,1690575451
440,taounate,34.5,-4.8333,30.52,34,2,3.85,MA,1690575451
441,san antonio de pale,-1.4014,5.6325,22.95,86,99,5.84,GQ,1690575451
442,pueblo,38.2545,-104.6091,36.9,24,0,3.6,US,1690575278
443,carboneras,37.0015,-1.9213,27.4,54,0,1.51,ES,1690575452
444,kyzyl-mazhalyk,51.1333,90.6,16.2,94,100,0.91,RU,1690575452
445,smolensk,55.0,33.0,12.69,84,24,0.63,RU,1690575452
446,al hasakah,36.5024,40.7477,36.56,16,0,10.77,SY,1690575453
447,progreso,21.2833,-89.6667,35.06,72,2,6.88,MX,1690575369
448,porto novo,6.4965,2.6036,25.9,89,99,3.38,BJ,1690575453
449,linhares,-19.3911,-40.0722,23.53,66,96,2.88,BR,1690575448
450,balqash,46.8481,74.995,22.3,48,1,4.43,KZ,1690575454
451,duncan,34.5023,-97.9578,38.94,30,0,6.69,US,1690575454
452,brownwood,31.7093,-98.9912,41.0,23,0,4.63,US,1690575454
453,turgen,43.4006,77.5933,18.07,60,0,3.08,KZ,1690575454
454,kolonia town,6.964,158.206,25.0,94,75,0.0,FM,1690575455
455,yeppoon,-23.1333,150.7333,14.88,85,83,4.0,AU,1690575455
456,okha,53.5739,142.9478,11.69,95,100,6.07,RU,1690575455
457,selendi,38.7444,28.8678,23.12,32,0,1.8,TR,1690575455
458,mil'kovo,55.6078,37.7956,17.51,92,99,2.55,RU,1690575455
459,lata,40.1629,-8.3327,19.65,91,45,2.16,PT,1690575456
460,arraial do cabo,-22.9661,-42.0278,23.92,78,0,5.14,BR,1690575456
461,cascais,38.6979,-9.4215,23.4,78,20,5.36,PT,1690575456
462,puerto ayacucho,5.6639,-67.6236,28.81,72,90,2.0,VE,1690575456
463,fort mcmurray,56.7268,-111.381,21.77,40,19,1.03,CA,1690575457
464,alaghsas,17.0187,8.0168,35.78,25,91,1.51,NE,1690575457
465,ghanzi,-21.5667,21.7833,18.76,29,90,4.79,BW,1690575457
466,iglino,54.8324,56.4126,20.05,67,15,1.03,RU,1690575457
467,cannonvale,-20.2833,148.7,18.66,88,99,5.52,AU,1690575457
468,port blair,11.6667,92.75,27.66,86,100,8.49,IN,1690575458
469,tarnogskiy gorodok,60.4997,43.5761,20.28,97,39,3.41,RU,1690575458
470,igrim,63.1906,64.4162,15.12,85,55,2.88,RU,1690575458
471,basarabeasca,46.3311,28.9728,20.5,36,4,2.35,MD,1690575458
472,koryazhma,61.3143,47.1691,17.7,85,99,3.89,RU,1690575459
473,fuling,29.7022,107.3919,24.26,97,98,0.69,CN,1690575459
474,anloga,5.7947,0.8973,24.92,89,100,5.55,GH,1690575459
475,sar-e pul,35.8333,66.1667,22.77,39,98,1.9,AF,1690575459
476,tyukhtet,56.5389,89.3011,18.06,66,100,2.46,RU,1690575459
477,simanggang,1.2472,111.4528,23.99,88,95,2.06,MY,1690575460
478,laurel,39.0993,-76.8483,37.63,57,75,2.57,US,1690575187
479,byron bay,-28.65,153.6167,9.84,82,6,1.74,AU,1690575460
480,castillos,-34.1667,-53.8333,9.53,72,65,3.0,UY,1690575460
481,balsas,-7.5325,-46.0356,36.04,20,0,1.69,BR,1690575460
482,port said,31.2565,32.2841,28.28,78,0,4.91,EG,1690575378
483,illizi,26.4833,8.4667,37.89,9,5,2.88,DZ,1690575461
484,cuajinicuilapa,16.4667,-98.4167,35.73,43,20,4.27,MX,1690575461
485,luanda,-8.8368,13.2343,21.0,88,75,3.09,AO,1690575361
486,martinopolis,-22.1458,-51.1708,19.62,40,1,3.38,BR,1690575462
487,sikasso,10.9167,-7.0,25.52,79,100,2.08,ML,1690575462
488,meizhou,24.2977,116.1072,24.92,97,8,0.8,CN,1690575462
489,ladovskaya balka,45.6297,41.4023,19.41,68,1,9.28,RU,1690575462
490,al kharijah,25.4514,30.5464,34.17,12,2,3.52,EG,1690575463
491,amga,60.8953,131.9608,13.58,63,70,0.43,RU,1690575463
492,qiancheng,27.185,109.7654,23.57,97,85,0.51,CN,1690575463
493,maitum,6.0392,124.4986,25.57,87,100,1.38,PH,1690575463
494,lawas,13.764,121.0566,26.51,83,100,4.31,PH,1690575463
495,tuzha,57.6062,47.936,19.04,88,97,3.45,RU,1690575464
496,kimbe,-5.5502,150.1429,24.05,94,100,1.48,PG,1690575464
497,faya-largeau,17.9257,19.1043,33.84,9,4,1.78,TD,1690575464
498,kavieng,-2.5744,150.7967,27.17,79,16,3.11,PG,1690575464
499,galveston,29.3669,-94.9669,36.13,59,0,5.66,US,1690575465
500,gebeit,21.0667,36.3167,33.4,20,96,0.67,SD,1690575465
501,ta`u,-14.2336,-169.5144,25.93,78,100,7.82,AS,1690575465
502,tarauaca,-8.1614,-70.7656,35.39,29,84,1.53,BR,1690575465
503,tan-tan,28.438,-11.1032,20.73,85,7,6.92,MA,1690575451
504,ebon,4.582,168.6964,28.49,75,77,5.09,MH,1690575466
505,mikuni,36.2171,136.1519,24.95,82,39,2.42,JP,1690575467
506,cabo san lucas,22.8909,-109.9124,35.34,55,40,7.2,MX,1690574738
507,mushie,-3.0167,16.9,29.24,33,42,1.12,CD,1690575468
508,ornskoldsvik,63.2909,18.7153,14.53,94,100,2.57,SE,1690575468
509,gela,37.0803,14.2307,26.82,76,0,0.78,IT,1690575468
510,blatnica,44.4864,17.8233,19.72,67,3,1.83,BA,1690575469
511,las tablas,7.7667,-80.2833,30.43,68,70,2.04,PA,1690575210
512,porto-vecchio,41.591,9.2795,23.74,73,0,2.06,FR,1690575469
513,piacabucu,-10.4056,-36.4344,24.36,76,8,3.63,BR,1690575470
514,tibanbang,6.6315,126.1055,26.42,85,100,4.21,PH,1690575470
515,woodward,36.4337,-99.3904,38.57,40,0,4.63,US,1690575470
516,pont rouge,48.8833,-72.0825,25.16,58,23,6.79,CA,1690575470
517,saldanha,-33.0117,17.9442,11.71,91,100,12.59,ZA,1690575471
518,rio grande,-32.035,-52.0986,15.06,74,100,5.52,BR,1690575471
519,pacific grove,36.6177,-121.9166,28.55,78,0,4.47,US,1690575416
520,sechura,-5.5569,-80.8222,27.88,56,65,6.72,PE,1690575471
521,shimoda,34.6667,138.95,25.06,81,11,2.24,JP,1690575472
522,westport,41.1415,-73.3579,34.14,59,0,5.14,US,1690575472
523,bandon,51.7469,-8.7425,14.77,86,100,6.62,IE,1690575472
524,ezine,39.7856,26.3408,21.6,41,0,2.86,TR,1690575472
525,voskresenskoye,56.8381,45.4317,22.07,69,25,4.84,RU,1690575473
526,el tigre,8.8875,-64.2454,29.32,64,93,2.87,VE,1690575473
527,rice lake,45.5061,-91.7382,29.92,72,40,3.6,US,1690575473
528,nantucket,41.2835,-70.0995,31.03,76,0,4.12,US,1690575473
529,buriti bravo,-5.8372,-43.8336,35.31,24,5,2.66,BR,1690575473
530,conduaga,8.862,117.4893,26.61,77,100,2.7,PH,1690575474
531,gadsden,34.0143,-86.0066,34.97,52,0,3.09,US,1690575474
532,kulhudhuffushi,6.6221,73.07,28.35,76,38,4.89,MV,1690575474
533,la sarre,48.8002,-79.1996,18.09,59,79,6.71,CA,1690575474
534,saint-paul,-21.0096,55.2707,19.05,66,73,0.42,RE,1690575475
535,beyneu,45.3167,55.2,32.5,21,3,7.0,KZ,1690575475
536,san pedro pochutla,15.7333,-96.4667,35.4,47,29,3.79,MX,1690575475
537,karachayevsk,43.774,41.9142,13.71,94,58,2.22,RU,1690575475
538,battambang,13.1027,103.1982,26.26,82,100,4.81,KH,1690575476
539,tofol,5.3248,163.0078,28.45,73,32,3.26,FM,1690575476
540,bestobe,52.4994,73.0975,23.15,50,92,3.89,KZ,1690575476
541,tamanrasset,22.785,5.5228,31.95,9,0,4.12,DZ,1690575476
542,sidi bel abbes,35.1899,-0.6309,25.62,57,1,2.73,DZ,1690575477
543,poronaysk,49.2167,143.1167,14.56,97,100,2.93,RU,1690575477
544,saryozek,44.3583,77.9753,19.88,38,49,1.4,KZ,1690575477
545,songea,-10.6833,35.65,15.39,66,17,0.89,TZ,1690575477
546,ak-suu,42.4995,78.527,15.5,68,41,1.51,KG,1690575478
547,tarawa,1.419,172.984,28.05,83,40,2.06,KI,1690575478
548,salekhard,66.53,66.6019,15.66,89,51,2.94,RU,1690575478
549,quelimane,-17.8786,36.8883,20.97,88,20,3.6,MZ,1690575478
550,chuhar jamali,24.3895,67.9923,28.09,80,100,7.47,PK,1690575479
551,mpraeso,6.5932,-0.7346,21.06,95,100,2.53,GH,1690575479
552,anar darah,32.7587,61.654,32.3,20,0,7.39,AF,1690575479
553,palikir - national government center,6.9248,158.1611,24.41,94,75,0.0,FM,1690575479
554,kristiansund,63.1115,7.732,17.03,82,100,3.6,NO,1690575479
555,zhanaozen,43.3,52.8,30.38,23,1,1.79,KZ,1690575480
556,macas,-2.3167,-78.1167,23.86,83,75,3.09,EC,1690575480
557,glenfield park,-35.1372,147.334,10.89,97,1,1.94,AU,1690575480
558,north bend,43.4065,-124.2243,25.13,63,0,7.2,US,1690575250
559,laguna,38.421,-121.4238,34.88,38,0,3.6,US,1690575456
560,aioun,16.6614,-9.6149,37.04,34,100,6.28,MR,1690575481
